"q1_adopt","q2_technique","q2_timeframe","question2_camera_choice","question2_camera_year","question2_gps_choice","question2_gps_year","question2_newinvest_choice","question2_newinvest_year","question2_autonom_choice","question2_autonom_year","q2_comment_choice","q2_not_available","q2_machine","q2_other_machine","q2_summary","q2_alt_selection","q2_alt_comment","q3_info","q4_len_own","q5_len_other","q5_alt_dist","q5_alt_fields","q6_col1","q6_col2","q6_col3","q7_age","q7_size","q7_farm","q7_speci_select","q7_speci_comment","q7_AES","url_link","county","plz","bundesland","BTR011_HOFNF-01","BTR011_HOFNF-02","JAHR","lwBetr_Anzahl","lwBetrOrganic_Anzahl","FLC048","UAA","ETG009","FLC049","ERW046","LST009","UAA_Organic","BTR011","BTR010_BNZAT-21","BTR010_BNZAT-22","BTR010_BNZAT-23","BTR010_FLC-PACHT-01","FLC017_FLC-PACHT-01","FLC043_FLC-PACHT-01","BTR010_FLC-PACHT-02","FLC017_FLC-PACHT-02","FLC043_FLC-PACHT-02","BTR010_FLC-PACHT-03","FLC017_FLC-PACHT-03","FLC043_FLC-PACHT-03","BTR010_FLC-SELSBT","FLC017_FLC-SELSBT","FLC043_FLC-SELSBT","BTR010_FLC-UNENTG","FLC017_FLC-UNENTG","FLC043_FLC-UNENTG","BTR010_RECHTSF111","BTR010_RECHTSF112","BTR010_RECHTSF11","BTR010_RECHTSF121","BTR010_RECHTSF15","lwBetrUnter5_Anzahl","UAA_unter5","lwBetr5b10_Anzahl","UAA_5b10","BTR010_FLCHB010B020","FLC017_FLCHB010B020","BTR010_FLCHB020B050","FLC017_FLCHB020B050","BTR010_FLCHB050B100","FLC017_FLCHB050B100","BTR010_FLCHC010B020","FLC017_FLCHC010B020","BTR010_FLCHC020UM","FLC017_FLCHC020UM","FLC004_BNZAT-21111","FLC004_BNZAT-2111","FLC004_BNZAT-2112","FLC004_BNZAT-2113","FLC004_BNZAT-2114","FLC004_BNZAT-2115","FLC004_BNZAT-2116-01","FLC004_BNZAT-2117","FLC004_BNZAT-211","FLC004_BNZAT-2122","FLC004_BNZAT-212","FLC004_BNZAT-2131","UAA_Sugarbeet","FLC004_BNZAT-214","FLC004_BNZAT-21511","FLC004_BNZAT-2151","UAA_arable","FLC004_BNZAT-22","FLC004_BNZAT-23","BTR034.y","VIE003.y","BTR038","BTR021.y","VIE004.y","BTR034_TIER-111","TIE003_TIER-111","BTR034_TIER-1","TIE003_TIER-1","BTR034_TIER-22","TIE003_TIER-22","BTR034_TIER-2","TIE003_TIER-2","BTR034_TIER-3","TIE003_TIER-3","BTR034_TIER-8","TIE003_TIER-8","FLC048_BTRARTOEK05","FLC048_BTRARTOEK06","FLC048_BTRARTOEK07","ERW046_ARBKRF-FAM06","LST009_ARBKRF-FAM06","ERW046_ARBKRF-SAISON","LST009_ARBKRF-SAISON","ERW046_ARBKRF-STAEND03","LST009_ARBKRF-STAEND03","Durchschnittliche Betriebsgröße","Rinder je 100 ha landwirtschaftlich genutzter Fläche","Schweine je 100 ha landwirtschaftlich genutzter Fläche","minDist_demo","meanDist_demo","meanDist_Nei","q5_len_other_cat","NrFields","fields_b","meanDist","meanDist_cat","FieldDist","farmsize_b","age_b","dist_b","AES_b","ShareOrgFarms","ShareOrgArea","NUTS3","Area","population","populationdensity","farmDens","areaDens","ShareSB","ShareSmallFarms","ShareSmallArea","ShareArableUAA","ShareArableInTotalArea","meanFarmSize","elev_mean","sand_content","clay_content","median_slope_in_percent","mean_slope_in_percent","slope_in_degrees_mean","sand_content_percent_mean","clay_content_percent_mean","elevation_in_m_mean","mainly_crop","SB_region","advisory","minDist_SBfabric","ShareAdopters","info_b","fields_dist","sq.meanDist","sq.fields_dist","sq.demodist","Peers_cont","Fields_cont","farm_organic","selection_distance","sq.sand_content_percent_mean","sq.clay_content_percent_mean","sq.elevation_in_m_mean","sq.slope_in_degrees_mean","Fabrikstandort_agg","Verband_agg","meanFarmSize2","Mean_ownfield_dist"
"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1, 2, 3, 0",NA,"1","2",3,NA,NA,"3","0","0","3","4","0","0",NA,"0",NA,13,50,5,NA,NA,2016,1300,77,3684,648.32,NA,NA,NA,NA,3646,1178,1094,20,1050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1178,118,4,89,104,151,1101,246,3756,378,12826,273,19085,136,18152,27,9808,19152,19360,218,2505,9667,498,72,368,32687,6558,7461,152,2094,786,6499,6510,51115,169,13537,950,57385,214,NA,NA,172,8942,548,32903,79,10570,368,284554,102,9519,NA,NA,3335,NA,NA,NA,NA,NA,NA,NA,NA,51.1,"46.4","381.9",2.54715663993513,293.590866397673,2.89849392290891,"1","1","1",2.89849392290891,"0","0","1","1","0","0",0.0592307692307692,0.0562376604146101,75,1201.42,139729,116,1.08205290406352,0.539628106740357,0.0409664482050279,0.184615384615385,610.97451875617,78.8422384007897,42.5454878393901,51.1,233.111424423474,17.2723901721014,20.0146759194762,5.36942386627197,6.57936239242554,1.28416638374329,18.2648616790771,17.7401027679443,209,"1",0,3,53.8294871175746,0.5,"1",2.89849392290891,8.4012670211399,8.4012670211399,6.48800694836563,2,1,"0","0",333.605172155821,314.711246217226,43681,1.64908330113631,12,10,49.8707692307692,0.152886152001806
"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0, 1, 3",NA,"1","0",8,NA,NA,"0","1","0","0","3","0","1",NA,"0",NA,6,102,5,NA,NA,2016,1341,195,7078,553.52,NA,NA,NA,NA,6918,1277,735,118,1249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1277,58,6,59,144,218,1586,300,4544,363,12125,302,20620,88,11045,11,5288,4171,4254,111,1150,3582,279,72,55,9502,4169,5672,52,190,54,1698,1700,17577,3396,34367,1123,60693,204,NA,NA,433,24616,919,67282,25,5611,122,66231,127,10227,NA,NA,6591,NA,NA,NA,NA,NA,NA,NA,NA,40.7,"111.9","120.8",15.6359680308317,322.882074436377,1.3384623031803,"2","2","1",1.3384623031803,"0","0","0","0","0","0",0.145413870246085,0.124981933805463,78,1960.17,259030,132,0.684124336154517,0.282383670804063,0.0108095807020538,0.206562266964952,715.614611938141,31.7549501373031,8.96707938597162,40.7,469.42627688172,24.9481138524314,23.4264786303214,11.30699634552,12.5761966705322,8.62437179684639,18.3765593767166,22.5906052589417,302,"0",0,2,103.431227420641,0,"1",1.3384623031803,1.79148133703471,1.79148133703471,244.483496261192,2,2,"0","0",337.697934525992,510.335445965322,91204,74.3797888902394,3,3,41.2766592095451,0.0475084416932964
"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1, 3",NA,"1","0",0,"2","1","2","1","1","2","3","0","0",NA,"0",NA,NA,97,5,NA,NA,2016,719,10,882,365.69,NA,NA,NA,NA,882,657,667,29,509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,657,54,8,57,69,40,300,91,1369,232,8019,222,15350,70,9260,7,2202,10909,11026,55,175,3140,64,25,214,14698,5054,6221,2288,5098,230,1412,1440,31797,153,4615,381,31227,118,NA,NA,181,13770,275,33888,23,3296,48,39873,25,4013,NA,NA,876,6,NA,NA,NA,NA,NA,NA,NA,53.2,"85.9","92.4",51.2072507812175,474.7010624991,NA,"0","1","1",12.5,"6","2","0","0","0","0",0.0139082058414465,0.0241187891383412,70,627.91,256458,408,1.145068560781,0.582392381073721,0.160329590841903,0.134909596662031,1083.17700784818,86.9506959446526,50.6394228472233,53.2,72.1238595114294,31.4727271333987,15.4040346720358,0.964169144630432,1.40456438064575,0.964169144630432,31.4727271333987,15.4040346720358,72.1238595114294,"1",1,2,27.4780872052484,0,"1",12.5,156.25,156.25,2622.18253257049,2,1,"0","1",990.532553213372,237.28428417728,5201.85111082441,0.929622139457379,13,6,50.8609179415855,NA
"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2, 3, 7, 9, 10",NA,"0","3",1,NA,NA,"0","1","0","4","4","0","1",NA,"0",NA,13,51,5,NA,NA,2016,1300,77,3684,648.32,NA,NA,NA,NA,3646,1178,1094,20,1050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1178,118,4,89,104,151,1101,246,3756,378,12826,273,19085,136,18152,27,9808,19152,19360,218,2505,9667,498,72,368,32687,6558,7461,152,2094,786,6499,6510,51115,169,13537,950,57385,214,NA,NA,172,8942,548,32903,79,10570,368,284554,102,9519,NA,NA,3335,NA,NA,NA,NA,NA,NA,NA,NA,51.1,"46.4","381.9",6.4565283511073,294.140172756431,1.61292342825037,"1","1","1",1.61292342825037,"0","0","1","1","0","0",0.0592307692307692,0.0562376604146101,75,1201.42,139729,116,1.08205290406352,0.539628106740357,0.0409664482050279,0.184615384615385,610.97451875617,78.8422384007897,42.5454878393901,51.1,233.111424423474,17.2723901721014,20.0146759194762,5.36942386627197,6.57936239242554,2.09763042628765,19.8401832580566,18.2193121910095,194,"0",0,3,54.8583919248933,0.5,"0",1.61292342825037,2.60152198539894,2.60152198539894,41.6867583486524,1,1,"0","0",393.632871713271,331.943336713468,37636,4.40005340528771,12,10,49.8707692307692,2.02878497173015
"1","Scharhacke","2017","0","False","0","False","0","False","0","False","0","1","3",NA,"{type: Scharhacke, year: 2017, camera: 0, False, gps: 0, False, newinvest: 0, False, autonom: 0, False, comment: 0, not_available: 1, machine: 3, other_machine: }",NA,NA,"1","0",0,"3","3","4","0","0","0","5","0","0",NA,"0",NA,NA,87,5,NA,NA,2016,84,1,NA,79.78,NA,NA,NA,NA,47,68,70,13,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,11,5,15,27,3,NA,11,NA,14,475,16,1202,16,2376,9,3708,2386,2498,111,87,938,57,10,44,3746,856,1413,66,992,87,467,478,7240,35,698,24,588,NA,NA,NA,1,NA,5,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.2,".",".",7.46431825843127,399.945480852883,NA,"0","3","1",17.5,"6","3","1","0","1","0",0.0119047619047619,0.00589120080220607,66,405.01,1083498,2675,0.2074022863633,0.196982790548381,0.137016574585635,0.214285714285714,4964.99122587115,90.7495612935573,17.8761018246463,97.2,51.8155371629927,49.2298492707477,15.4662143077239,0.87539142370224,1.16509985923767,0.87539142370224,49.2298492707477,15.4662143077239,51.8155371629927,"1",1,2,42.8870732294356,1,"1",17.5,306.25,306.25,55.7160470631504,2,3,"0","1",2423.57805922054,239.203785012444,2684.84989148948,0.766310144691435,2,6,94.9761904761905,NA
"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11, 0",NA,"1","2",1,NA,NA,"0","1","1","4","4","0","0",NA,"1",NA,34,30,4,NA,NA,2016,812,13,1045,679.05,NA,NA,NA,NA,1045,752,759,21,499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,752,56,4,22,47,52,384,79,1166,199,7008,228,16815,170,22899,62,19585,33439,33727,176,198,4257,176,NA,NA,38619,5958,6277,580,10797,212,5307,NA,63650,91,4161,279,9628,21,NA,NA,30,1299,96,6272,14,4112,56,38027,54,3239,NA,NA,980,65,NA,NA,NA,NA,NA,NA,NA,86.9,"7.4","49.8",17.4548193988578,311.459924349238,6.72100344394381,"1","1","1",6.72100344394381,"1","1","1","1","0","1",0.0160098522167488,0.0153891466018703,58,1208.34,275464,228,0.671996292434249,0.561969313272754,0.169630793401414,0.0911330049261084,583.32523378249,93.7338929386643,52.6755714451231,86.9,146.084058864319,19.5288278813669,18.4435521340682,3.17412877082825,5.07377624511719,0.635377446810404,26.4193795522054,13.284540494283,92.3333333333333,"1",1,1,8.08590057161973,0,"1",6.72100344394381,45.1718872935046,45.1718872935046,304.670720246744,2,1,"0","0",697.983615923489,176.479016144246,8525.44444444444,0.403704499915308,1,4,83.6268472906404,1.54962172725475
"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3, 4",NA,"2","0",0,"4","2","3","2","2","0","3","0","0",NA,"0",NA,NA,90,5,NA,NA,2016,484,32,1646,242.05,NA,NA,NA,NA,1646,450,242,15,421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450,32,2,37,77,54,394,83,1274,123,4087,113,8222,71,9252,3,900,4361,4392,50,55,920,70,45,44,5574,1228,1518,694,1763,65,315,317,10226,86,13891,359,24543,90,NA,NA,164,13107,270,27416,3,NA,14,NA,53,4899,NA,NA,1468,178,NA,NA,NA,NA,NA,NA,NA,49.2,"102.1","21.5",62.7934377781149,472.77198320076,NA,"0","2","1",25.5,"6","4","0","0","1","0",0.0661157024793388,0.0680024788266887,72,706.91,556631,787,0.684669901401876,0.342405681062653,0.172403676902014,0.18801652892562,1636.4676719686,42.2474695310886,14.4657735779661,49.2,310.723206671089,25.2072088068182,19.6615703272684,3.98634576797485,5.23590421676636,3.98634576797485,25.2072088068182,19.6615703272684,310.723206671089,"1",1,2,27.7578179855092,0.25,"1",25.5,650.25,650.25,3943.01582799399,3,2,"0","1",635.403375830532,386.577347734122,96548.9111639642,15.890952581851,13,6,50.0103305785124,NA
"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,"1","0",2,NA,NA,"1","0","0","2","4","0","3",NA,"1",NA,60,28,4,NA,NA,2016,1484,58,3828,1158.58,NA,NA,NA,NA,3614,1336,1230,56,1152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1336,131,17,61,146,164,1203,184,2724,331,11249,344,24967,302,41772,98,33797,31783,32191,7793,3133,9480,482,50,896,54025,11231,12762,4466,9594,1045,9367,9514,96851,373,18631,822,39465,121,NA,NA,164,9478,395,32048,47,8225,131,96011,104,6193,NA,NA,3051,563,214,NA,NA,NA,NA,NA,NA,81.1,"23.5","85.9",10.3573861128859,311.256192421262,0.996849575278408,"1","1","1",0.996849575278408,"0","0","1","0","0","1",0.0390835579514825,0.0311933573857653,60,2297.12,1155330,503,0.646026328620185,0.50436198370133,0.0990593798721748,0.151617250673855,341.890072329921,83.5945726665401,42.1619244967612,81.1,64.3538516769535,61.6575310559006,11.3059352177208,0.896659076213837,1.57865726947784,0.396926444023848,25.0533943176269,18.2185163497925,77,"0",0,1,6.74316792760913,0,"1",0.996849575278408,0.993709075732742,0.993709075732742,107.275447091401,2,1,"0","0",627.672566834502,331.914337987656,5929,0.157550601965417,3,4,78.0714285714286,2.96877206707568
"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6, 10",NA,"0","0",1,NA,NA,"0","2","0","4","5","0","0",NA,"1",NA,64,66,4,NA,NA,2016,97,0,NA,106.84,NA,NA,NA,NA,0,91,92,1,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,4,2,1,NA,5,NA,3,NA,13,NA,34,2529,27,3817,14,3796,5408,5483,NA,42,1274,NA,NA,NA,6854,324,345,14,2156,36,NA,NA,10347,NA,NA,30,741,2,NA,NA,2,NA,8,277,1,NA,6,2805,3,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.9,"2.9","34.1",26.3520175111176,313.208235873099,4.99687080360567e-07,"1","1","1",4.99687080360567e-07,"0","0","1","1","0","1",0,0,48,224.49,103866,463,0.432090516281349,0.475923203706179,0.208369575722432,0.0618556701030928,3707.47847248222,96.8457506551853,46.0911399171455,117.9,113.179589588211,24.2142833826602,18.3579108316044,1.73998653888702,2.87634420394898,6.68183994293213,11.8290605545044,21.594217300415,106,"1",1,1,26.004957088728,0.666666666666667,"0",4.99687080360567e-07,2.49687178279268e-13,2.49687178279268e-13,694.42882690625,1,1,"0","0",139.926673602132,466.310220817544,11236,44.6469850229632,10,5,110.144329896907,1.06669385572216
"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1, 11, 2",NA,"0","8",1,NA,NA,"3","0","0","2","5","0","1",NA,"1",NA,46,34,4,NA,NA,2016,401,6,NA,357.63,NA,NA,NA,NA,535,372,342,6,299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372,28,1,9,30,47,330,36,554,77,2701,101,7426,96,13279,35,11444,11722,11875,441,372,4459,86,NA,NA,17355,3233,3796,1887,5696,161,2353,2364,32528,8,3226,199,5298,11,NA,NA,27,1034,71,3926,7,420,32,10630,28,1440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.5,"10.199999999999999","29.8",17.0084866350858,315.483479376011,1.18535261542765,"1","1","1",1.18535261542765,"0","0","1","0","0","1",0.0149625935162095,0.0149595951122669,53,536.5,135844,253,0.747437092264678,0.666598322460391,0.175110673880964,0.139650872817955,1107.58884881022,90.9543382825826,60.6300093196645,94.5,73.7930761479775,55.1367075251437,12.5300012347342,0.896659076213837,1.10854709148407,1.34300783276558,37.5871596866184,13.4401007758247,82.7777777777778,"0",1,1,23.1701288018034,0.2,"0",1.18535261542765,1.40506082290118,1.40506082290118,289.288617615891,1,1,"0","0",1412.79457330735,180.636308864322,6852.16049382716,1.8036700388697,1,4,89.1845386533666,3.67858096413881e-07
